"package_name","long_name","short_name","requirement","expected_value","occurrence","syntax","preferred_unit","definition","pos","ctime"
"human-gut","host disease status","host_disease_stat","X","disease name or DO","m","{term}","","list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text",7,"2009-10-25 21:05:58.465538+01"
"human-gut","IHMC medication code","ihmc_medication_code","X","IHMC code","m","{integer}","","can include multiple medication codes",8,"2009-10-25 21:05:58.465538+01"
"human-gut","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",9,"2009-10-25 21:05:58.465538+01"
"human-gut","host body site","host_body_site","X","FMA","1","{term}","","name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",10,"2009-10-25 21:05:58.465538+01"
"human-gut","host body product","host_body_product","X","FMA","1","{term}","","substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",11,"2009-10-25 21:05:58.465538+01"
"human-gut","host total mass","host_tot_mass","X","measurement value","1","{float} {unit}","kilogram, gram","total mass of the host at collection, the unit depends on host",12,"2009-10-25 21:05:58.465538+01"
"human-gut","host height","host_height","X","measurement value","1","{float} {unit}","centimeter, millimeter, meter","the height of subject",13,"2009-10-25 21:05:58.465538+01"
"human-gut","host diet","host_diet","X","diet type","m","{text}","","type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",14,"2009-10-25 21:05:58.465538+01"
"human-gut","host last meal","host_last_meal","X","content;time interval","m","{text};{period}","","content of last meal and time since feeding; can include multiple values",15,"2009-10-25 21:05:58.465538+01"
"human-gut","host family relationship","host_family_relationship","X","relationship type;arbitrary identifier","m","{text};{text}","","relationships to other hosts in the same study; can include multiple relationships",16,"2009-10-25 21:05:58.465538+01"
"human-gut","host genotype","host_genotype","X","genotype","1","{text}","","observed genotype",17,"2009-10-25 21:05:58.465538+01"
"human-gut","host phenotype","host_phenotype","X","PATO","1","{term}","","phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO",18,"2009-10-25 21:05:58.465538+01"
"human-gut","host body temperature","host_body_temp","X","measurement value","1","{float} {unit}","degree Celsius","core body temperature of the host when sample was collected",19,"2009-10-25 21:05:58.465538+01"
"human-gut","host body-mass index","host_body_mass_index","X","measurement value","1","{float} {unit}","kilogram per square meter","body mass index, calculated as weight/(height)squared",20,"2009-10-25 21:05:58.465538+01"
"human-gut","IHMC ethnicity","ihmc_ethnicity","X","IHMC code or free text","1","{integer|text}","","ethnicity of the subject",21,"2009-10-25 21:05:58.465538+01"
"human-gut","host occupation","host_occupation","X","IHMC code","1","{integer}","","most frequent job performed by subject",22,"2009-10-25 21:05:58.465538+01"
"human-gut","medical history performed","medic_hist_perform","X","true or false","1","{boolean}","","whether full medical history was collected",23,"2009-10-25 21:05:58.465538+01"
"human-gut","host pulse","host_pulse","X","measurement value","1","{float} {unit}","beats per minute","resting pulse, measured as beats per minute",26,"2009-10-25 21:05:58.465538+01"
"human-gut","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",27,"2009-10-25 21:05:58.465538+01"
"human-gut","sample salinity","samp_salinity","X","measurement value","1","{float} {unit}","practical salinity unit, percentage","salinity of sample, i.e. measure of total salt concentration",28,"2009-10-25 21:05:58.465538+01"
"human-gut","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",29,"2009-10-25 21:05:58.465538+01"
"human-gut","temperature","temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature of the sample at time of sampling",30,"2009-10-25 21:05:58.465538+01"
"human-gut","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",31,"2009-11-03 18:07:24.248799+01"
"human-gut","sample storage temperature","samp_store_temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature at which sample was stored, e.g. -80 degree Celsius",32,"2009-10-25 21:05:58.465538+01"
"human-gut","sample volume or weight for DNA extraction","samp_vol_we_dna_ext","X","measurement value","1","{float} {unit}","millliter, gram, milligram","volume (mL) or weight (g) of sample processed for DNA extraction",32,"2009-10-25 21:05:58.465538+01"
"human-gut","sample storage duration","samp_store_dur","X","time interval","1","{interval}","","duration for which sample was stored",33,"2009-10-25 21:05:58.465538+01"
"human-gut","sample storage location","samp_store_loc","X","location name","1","{text}","","location at which sample was stored, usually name of a specific freezer/room",34,"2009-10-25 21:05:58.465538+01"
"human-gut","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",35,"2009-11-07 14:11:49.883241+01"
"human-oral","nose/mouth/teeth/throat disorder","nose_mouth_teeth_throat_disord","X","disorder name","m","{text}","","history of nose/mouth/teeth/throat disorders; can include multiple disorders",1,"2009-10-26 23:29:02.182885+01"
"human-oral","time since last toothbrushing","time_last_toothbrush","X","timestamp","1","{timestamp}","","specification of the time since last toothbrushing",2,"2009-10-26 23:29:02.182885+01"
"human-oral","host subject id","host_subject_id","X","unique identifier","1","{text}","","a unique identifier by which each subject can be referred to, de-identified, e.g. #131",3,"2009-10-25 21:05:58.465538+01"
"human-oral","host age","host_age","X","value","1","{float} {unit}","year, day, hour","age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",4,"2009-10-25 21:05:58.465538+01"
"human-oral","host sex","host_sex","X","enumeration","1","[male|female|neuter|hermaphrodite|not determined]","","physical sex of the host",5,"2009-10-25 21:05:58.465538+01"
"human-oral","host disease status","host_disease_stat","X","disease name or DO","m","{term}","","list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text",6,"2009-10-25 21:05:58.465538+01"
"human-oral","IHMC medication code","ihmc_medication_code","X","IHMC code","m","{integer}","","can include multiple medication codes",7,"2009-10-25 21:05:58.465538+01"
"human-oral","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",8,"2009-10-25 21:05:58.465538+01"
"human-oral","host body site","host_body_site","X","FMA","1","{term}","","name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",9,"2009-10-25 21:05:58.465538+01"
"human-oral","host body product","host_body_product","X","FMA","1","{term}","","substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",10,"2009-10-25 21:05:58.465538+01"
"human-oral","host total mass","host_tot_mass","X","measurement value","1","{float} {unit}","kilogram, gram","total mass of the host at collection, the unit depends on host",11,"2009-10-25 21:05:58.465538+01"
"human-oral","host height","host_height","X","measurement value","1","{float} {unit}","centimeter, millimeter, meter","the height of subject",12,"2009-10-25 21:05:58.465538+01"
"human-oral","host diet","host_diet","X","diet type","m","{text}","","type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",13,"2009-10-25 21:05:58.465538+01"
"human-oral","host last meal","host_last_meal","X","content;time interval","m","{text};{period}","","content of last meal and time since feeding; can include multiple values",14,"2009-10-25 21:05:58.465538+01"
"human-oral","host family relationship","host_family_relationship","X","relationship type;arbitrary identifier","m","{text};{text}","","relationships to other hosts in the same study; can include multiple relationships",15,"2009-10-25 21:05:58.465538+01"
"human-oral","host genotype","host_genotype","X","genotype","1","{text}","","observed genotype",16,"2009-10-25 21:05:58.465538+01"
"human-oral","host phenotype","host_phenotype","X","PATO","1","{term}","","phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO",17,"2009-10-25 21:05:58.465538+01"
"human-oral","host body temperature","host_body_temp","X","measurement value","1","{float} {unit}","degree Celsius","core body temperature of the host when sample was collected",18,"2009-10-25 21:05:58.465538+01"
"human-oral","host body-mass index","host_body_mass_index","X","measurement value","1","{float} {unit}","kilogram per square meter","body mass index, calculated as weight/(height)squared",19,"2009-10-25 21:05:58.465538+01"
"human-oral","IHMC ethnicity","ihmc_ethnicity","X","IHMC code or free text","1","{integer|text}","","ethnicity of the subject",20,"2009-10-25 21:05:58.465538+01"
"human-oral","host occupation","host_occupation","X","IHMC code","1","{integer}","","most frequent job performed by subject",21,"2009-10-25 21:05:58.465538+01"
"human-oral","medical history performed","medic_hist_perform","X","true or false","1","{boolean}","","whether full medical history was collected",22,"2009-10-25 21:05:58.465538+01"
"human-oral","host pulse","host_pulse","X","measurement value","1","{float} {unit}","beats per minute","resting pulse, measured as beats per minute",25,"2009-10-25 21:05:58.465538+01"
"human-oral","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",26,"2009-10-25 21:05:58.465538+01"
"human-oral","sample salinity","samp_salinity","X","measurement value","1","{float} {unit}","practical salinity unit, percentage","salinity of sample, i.e. measure of total salt concentration",27,"2009-10-25 21:05:58.465538+01"
"human-oral","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",28,"2009-10-25 21:05:58.465538+01"
"human-oral","temperature","temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature of the sample at time of sampling",29,"2009-10-25 21:05:58.465538+01"
"human-oral","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",30,"2009-11-03 18:07:24.248799+01"
"human-oral","sample volume or weight for DNA extraction","samp_vol_we_dna_ext","X","measurement value","1","{float} {unit}","millliter, gram, milligram","volume (mL) or weight (g) of sample processed for DNA extraction",31,"2009-10-25 21:05:58.465538+01"
"human-oral","sample storage temperature","samp_store_temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature at which sample was stored, e.g. -80 degree Celsius",32,"2009-10-25 21:05:58.465538+01"
"human-oral","sample storage duration","samp_store_dur","X","time interval","1","{interval}","","duration for which sample was stored",33,"2009-10-25 21:05:58.465538+01"
"human-oral","sample storage location","samp_store_loc","X","location name","1","{text}","","location at which sample was stored, usually name of a specific freezer/room",34,"2009-10-25 21:05:58.465538+01"
"human-oral","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",35,"2009-11-07 14:11:49.883241+01"
"human-skin","dermatology disorder","dermatology_disord","X","disorder name","m","{text}","","history of dermatology disorders; can include multiple disorders",1,"2009-10-26 23:29:02.182885+01"
"human-skin","time since last wash","time_since_last_wash","X","timestamp","1","{timestamp}","","specification of the time since last wash",2,"2009-10-26 23:29:02.182885+01"
"human-skin","dominant hand","dominant_hand","X","enumeration","1","[left|right|ambidextrous]","","dominant hand of the subject",3,"2009-10-25 21:05:58.465538+01"
"human-skin","host subject id","host_subject_id","X","unique identifier","1","{text}","","a unique identifier by which each subject can be referred to, de-identified, e.g. #131",4,"2009-10-25 21:05:58.465538+01"
"human-skin","host age","host_age","X","value","1","{float} {unit}","year, day, hour","age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",5,"2009-10-25 21:05:58.465538+01"
"human-skin","host sex","host_sex","X","enumeration","1","[male|female|neuter|hermaphrodite|not determined]","","physical sex of the host",6,"2009-10-25 21:05:58.465538+01"
"human-skin","host disease status","host_disease_stat","X","disease name or DO","m","{term}","","list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text",7,"2009-10-25 21:05:58.465538+01"
"human-skin","IHMC medication code","ihmc_medication_code","X","IHMC code","m","{integer}","","can include multiple medication codes",8,"2009-10-25 21:05:58.465538+01"
"human-skin","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",9,"2009-10-25 21:05:58.465538+01"
"human-skin","host body site","host_body_site","X","FMA","1","{term}","","name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",10,"2009-10-25 21:05:58.465538+01"
"human-skin","host body product","host_body_product","X","FMA","1","{term}","","substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",11,"2009-10-25 21:05:58.465538+01"
"human-skin","host total mass","host_tot_mass","X","measurement value","1","{float} {unit}","kilogram, gram","total mass of the host at collection, the unit depends on host",12,"2009-10-25 21:05:58.465538+01"
"human-skin","host height","host_height","X","measurement value","1","{float} {unit}","centimeter, millimeter, meter","the height of subject",13,"2009-10-25 21:05:58.465538+01"
"human-skin","host diet","host_diet","X","diet type","m","{text}","","type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",14,"2009-10-25 21:05:58.465538+01"
"human-skin","host last meal","host_last_meal","X","content;time interval","m","{text};{period}","","content of last meal and time since feeding; can include multiple values",15,"2009-10-25 21:05:58.465538+01"
"human-skin","host family relationship","host_family_relationship","X","relationship type;arbitrary identifier","m","{text};{text}","","relationships to other hosts in the same study; can include multiple relationships",16,"2009-10-25 21:05:58.465538+01"
"human-skin","host genotype","host_genotype","X","genotype","1","{text}","","observed genotype",17,"2009-10-25 21:05:58.465538+01"
"human-skin","host phenotype","host_phenotype","X","PATO","1","{term}","","phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO",18,"2009-10-25 21:05:58.465538+01"
"human-skin","host body temperature","host_body_temp","X","measurement value","1","{float} {unit}","degree Celsius","core body temperature of the host when sample was collected",19,"2009-10-25 21:05:58.465538+01"
"human-skin","host body-mass index","host_body_mass_index","X","measurement value","1","{float} {unit}","kilogram per square meter","body mass index, calculated as weight/(height)squared",20,"2009-10-25 21:05:58.465538+01"
"human-skin","IHMC ethnicity","ihmc_ethnicity","X","IHMC code or free text","1","{integer|text}","","ethnicity of the subject",21,"2009-10-25 21:05:58.465538+01"
"human-skin","host occupation","host_occupation","X","IHMC code","1","{integer}","","most frequent job performed by subject",22,"2009-10-25 21:05:58.465538+01"
"human-skin","medical history performed","medic_hist_perform","X","true or false","1","{boolean}","","whether full medical history was collected",23,"2009-10-25 21:05:58.465538+01"
"human-skin","host pulse","host_pulse","X","measurement value","1","{float} {unit}","beats per minute","resting pulse, measured as beats per minute",26,"2009-10-25 21:05:58.465538+01"
"human-skin","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",27,"2009-10-25 21:05:58.465538+01"
"human-skin","sample salinity","samp_salinity","X","measurement value","1","{float} {unit}","practical salinity unit, percentage","salinity of sample, i.e. measure of total salt concentration",28,"2009-10-25 21:05:58.465538+01"
"human-skin","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",29,"2009-10-25 21:05:58.465538+01"
"human-skin","temperature","temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature of the sample at time of sampling",30,"2009-10-25 21:05:58.465538+01"
"human-skin","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",31,"2009-11-03 18:07:24.248799+01"
"human-skin","sample volume or weight for DNA extraction","samp_vol_we_dna_ext","X","measurement value","1","{float} {unit}","millliter, gram, milligram","volume (mL) or weight (g) of sample processed for DNA extraction",32,"2009-10-25 21:05:58.465538+01"
"human-skin","sample storage temperature","samp_store_temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature at which sample was stored, e.g. -80 degree Celsius",33,"2009-10-25 21:05:58.465538+01"
"human-skin","sample storage duration","samp_store_dur","X","time interval","1","{interval}","","duration for which sample was stored",34,"2009-10-25 21:05:58.465538+01"
"human-skin","sample storage location","samp_store_loc","X","location name","1","{text}","","location at which sample was stored, usually name of a specific freezer/room",35,"2009-10-25 21:05:58.465538+01"
"human-skin","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",36,"2009-11-07 14:11:49.883241+01"
"human-vaginal","menarche","menarche","X","timestamp","1","{timestamp}","","date of most recent menstruation",1,"2009-10-26 23:29:02.182885+01"
"human-vaginal","sexual activity","sexual_act","X","partner sex;frequency","1","{text}","","current sexual partner and frequency of sex",2,"2009-10-26 23:29:02.182885+01"
"human-vaginal","pregnancy","pregnancy","X","timestamp","1","{timestamp}","","date due of pregnancy",3,"2009-10-26 23:29:02.182885+01"
"human-vaginal","douche","douche","X","timestamp","1","{timestamp}","","date of most recent douche",4,"2009-10-26 23:29:02.182885+01"
"human-vaginal","birth control","birth_control","X","medication name","1","{text}","","specification of birth control medication used",5,"2009-10-26 23:29:02.182885+01"
"human-vaginal","menopause","menopause","X","timestamp","1","{timestamp}","","date of onset of menopause",6,"2009-10-26 23:29:02.182885+01"
"human-vaginal","HRT","hrt","X","timestamp","1","{timestamp}","","whether subject had hormone replacement theraphy, and if yes start date",7,"2009-10-26 23:29:02.182885+01"
"human-vaginal","hysterectomy","hysterectomy","X","hysterectomy status","1","{boolean}","","specification of whether hysterectomy was performed",8,"2009-10-26 23:29:02.182885+01"
"human-vaginal","gynecological disorder","gynecologic_disord","X","gynecological disorder","m","{text}","","history of gynecological disorders; can include multiple disorders",9,"2009-10-26 23:29:02.182885+01"
"human-vaginal","urogenital disorder","urogenit_disord","X","disorder name","m","{text}","","history of urogenital disorders, can include multiple disorders",10,"2009-10-26 23:29:02.182885+01"
"human-vaginal","host subject id","host_subject_id","X","unique identifier","1","{text}","","a unique identifier by which each subject can be referred to, de-identified, e.g. #131",11,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host age","host_age","X","value","1","{float} {unit}","year, day, hour","age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",12,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host sex","host_sex","X","enumeration","1","[male|female|neuter|hermaphrodite|not determined]","","physical sex of the host",13,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host disease status","host_disease_stat","X","disease name or DO","m","{term}","","list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text",14,"2009-10-25 21:05:58.465538+01"
"human-vaginal","IHMC medication code","ihmc_medication_code","X","IHMC code","m","{integer}","","can include multiple medication codes",15,"2009-10-25 21:05:58.465538+01"
"human-vaginal","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",16,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host body site","host_body_site","X","FMA","1","{term}","","name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",17,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host body product","host_body_product","X","FMA","1","{term}","","substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",18,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host total mass","host_tot_mass","X","measurement value","1","{float} {unit}","kilogram, gram","total mass of the host at collection, the unit depends on host",19,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host height","host_height","X","measurement value","1","{float} {unit}","centimeter, millimeter, meter","the height of subject",20,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host diet","host_diet","X","diet type","m","{text}","","type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",21,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host last meal","host_last_meal","X","content;time interval","m","{text};{period}","","content of last meal and time since feeding; can include multiple values",22,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host family relationship","host_family_relationship","X","relationship type;arbitrary identifier","m","{text};{text}","","relationships to other hosts in the same study; can include multiple relationships",23,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host genotype","host_genotype","X","genotype","1","{text}","","observed genotype",24,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host phenotype","host_phenotype","X","PATO","1","{term}","","phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO",25,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host body temperature","host_body_temp","X","measurement value","1","{float} {unit}","degree Celsius","core body temperature of the host when sample was collected",26,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host body-mass index","host_body_mass_index","X","measurement value","1","{float} {unit}","kilogram per square meter","body mass index, calculated as weight/(height)squared",27,"2009-10-25 21:05:58.465538+01"
"human-vaginal","IHMC ethnicity","ihmc_ethnicity","X","IHMC code or free text","1","{integer|text}","","ethnicity of the subject",28,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host occupation","host_occupation","X","IHMC code","1","{integer}","","most frequent job performed by subject",29,"2009-10-25 21:05:58.465538+01"
"human-vaginal","medical history performed","medic_hist_perform","X","true or false","1","{boolean}","","whether full medical history was collected",30,"2009-10-25 21:05:58.465538+01"
"human-vaginal","host pulse","host_pulse","X","measurement value","1","{float} {unit}","beats per minute","resting pulse, measured as beats per minute",33,"2009-10-25 21:05:58.465538+01"
"human-vaginal","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",34,"2009-10-25 21:05:58.465538+01"
"human-vaginal","sample salinity","samp_salinity","X","measurement value","1","{float} {unit}","practical salinity unit, percentage","salinity of sample, i.e. measure of total salt concentration",35,"2009-10-25 21:05:58.465538+01"
"human-vaginal","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",36,"2009-10-25 21:05:58.465538+01"
"human-vaginal","temperature","temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature of the sample at time of sampling",37,"2009-10-25 21:05:58.465538+01"
"human-vaginal","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",38,"2009-11-03 18:07:24.248799+01"
"human-vaginal","sample volume or weight for DNA extraction","samp_vol_we_dna_ext","X","measurement value","1","{float} {unit}","millliter, gram, milligram","volume (mL) or weight (g) of sample processed for DNA extraction",39,"2009-10-25 21:05:58.465538+01"
"human-vaginal","sample storage temperature","samp_store_temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature at which sample was stored, e.g. -80 degree Celsius",40,"2009-10-25 21:05:58.465538+01"
"human-vaginal","sample storage location","samp_store_loc","X","location name","1","{text}","","location at which sample was stored, usually name of a specific freezer/room",41,"2009-10-25 21:05:58.465538+01"
"human-vaginal","sample storage duration","samp_store_dur","X","time interval","1","{interval}","","duration for which sample was stored",42,"2009-10-25 21:05:58.465538+01"
"human-vaginal","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",43,"2009-11-07 14:11:49.883241+01"
"microbial mat/biofilm","altitude","alt","C","measurement value","1","{float} m","meter","the altitude of the sample is the vertical distance between Earth's surface above sea level and the sampled position in the air",0,"2010-06-04 11:53:30.774147+02"
"microbial mat/biofilm","depth","depth","M","measurement value","1","{float} m","","depth is defined as the vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly. Depth can be reported as an interval for subsurface samples",0,"2010-06-04 11:50:13.589211+02"
"microbial mat/biofilm","elevation","elev","M","measurement value","1","{float} {unit}","meter","the elevation of the sampling site as measured by the vertical distance from mean sea level",0,"2010-06-04 11:54:28.264645+02"
"microbial mat/biofilm","alkalinity","alkalinity","X","measurement value","1","{float} {unit}","milliequivalent per liter","alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","alkyl diethers","alkyl_diethers","X","measurement value","1","{float} {unit}","mole per liter","concentration of alkyl diethers ",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","aminopeptidase activity","aminopept_act","X","measurement value","1","{float} {unit}","mole per liter per hour","measurement of aminopeptidase activity",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","ammonium","ammonium","X","measurement value","1","{float} {unit}","micromole per liter","concentration of ammonium",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","bacterial carbon production","bacteria_carb_prod","X","measurement value","1","{float} {unit}","nanogram per hour","measurement of bacterial carbon production",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","biomass","biomass","X","biomass type;measurement value","m","{text};{float} {unit}","ton, kilogram, gram","amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","bishomohopanol","bishomohopanol","X","measurement value","1","{float} {unit}","microgram per liter, microgram per gram","concentration of bishomohopanol ",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","bromide","bromide","X","measurement value","1","{float} {unit}","parts per million","concentration of bromide ",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","calcium","calcium","X","measurement value","1","{float} {unit}","milligram per liter, micromole per liter, parts per million","concentration of calcium",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","carbon/nitrogen ratio","carb_nitro_ratio","X","measurement value","1","{float} {unit}","","ratio of amount or concentrations of carbon to nitrogen",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","chloride","chloride","X","measurement value","1","{float} {unit}","milligram per liter","concentration of chloride ",1,"2009-10-25 21:05:58.465538+01"
